ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER,BEDS
5870563,DAUTERIVE HOSPITAL,600 N LEWIS AVE.,NEW IBERIA,LA,70563,GENERAL ACUTE CARE,OPEN,103,IBERIA,USA,30.00690698,-91.79452385,PROPRIETARY,103
13177954,CROCKETT MEDICAL CENTER,1100 EAST LOOP 304,CROCKETT,TX,77954,GENERAL ACUTE CARE,OPEN,25,HOUSTON,USA,31.32360364,-95.43889931,NON-PROFIT,25
4671360,CENTRAL LOUISIANA STATE HOSPITAL,242 W SHAMROCK AVE,PINEVILLE,LA,71360,PSYCHIATRIC,OPEN,128,RAPIDES,USA,31.32737894,-92.44013511,GOVERNMENT - STATE,128
15671222,REEVES MEMORIAL MEDICAL CENTER,409 1ST ST,BERNICE,LA,71222,GENERAL ACUTE CARE,OPEN,11,UNION,USA,32.82399167,-92.65664868,GOVERNMENT - DISTRICT/AUTHORITY,11
16971241,SERENITY SPRINGS SPECIALTY HOSPITAL,309 N MAIN ST,FARMERVILLE,LA,71241,PSYCHIATRIC,OPEN,18,UNION,USA,32.77612793,-92.40562585,PROPRIETARY,18
15371373,RIVERBRIDGE SPECIALTY HOSPITAL,209 FRONT ST.,VIDALIA,LA,71373,LONG TERM CARE,OPEN,40,CONCORDIA,USA,31.56117486,-91.42606698,PROPRIETARY,40
5371418,CITIZENS MEDICAL CENTER,7939 HIGHWAY 165,COLUMBIA,LA,71418,GENERAL ACUTE CARE,OPEN,40,CALDWELL,USA,32.06003995,-92.09913767,GOVERNMENT - DISTRICT/AUTHORITY,40
22830662,BROWN MEMORIAL CONVALESCENT CENTER,545 COOK STREET,ROYSTON,GA,30662,LONG TERM CARE,CLOSED,144,FRANKLIN,USA,34.28325037,-83.11897237,PROPRIETARY,144
70990806,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,GENERAL ACUTE CARE,OPEN,121,LOS ANGELES,USA,33.80709287,-118.1933899,PROPRIETARY,121
71794577,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,GENERAL ACUTE CARE,OPEN,216,ALAMEDA,USA,37.7064062,-122.1646545,NOT AVAILABLE,216
72590723,KINDRED HOSPITAL PARAMOUNT,16453 SOUTH COLORADO AVENUE,PARAMOUNT,CA,90723,LONG TERM CARE,OPEN,177,LOS ANGELES,USA,33.88463186,-118.1622671,PROPRIETARY,177
73790650,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,11401 BLOOMFIELD AVENUE,NORWALK,CA,90650,PSYCHIATRIC,OPEN,1265,LOS ANGELES,USA,33.92803135,-118.0679897,GOVERNMENT - STATE,1265
196162274,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,CRITICAL ACCESS,OPEN,-999,PERRY,USA,38.084846,-89.349108,GOVERNMENT - LOCAL,17
85531419,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GENERAL ACUTE CARE,OPEN,-999,CHATHAM,USA,31.98543032,-81.15455637,NON-PROFIT,294
86630165,KINDRED HOSPITAL ROME,320 TURNER MCCALL BOULEVARD,ROME,GA,30165,LONG TERM CARE,OPEN,45,FLOYD,USA,34.25971345,-85.18023963,NOT AVAILABLE,45
87130286,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,GENERAL ACUTE CARE,OPEN,115,UPSON,USA,32.8862977,-84.33650699,NOT AVAILABLE,115
87531719,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,GENERAL ACUTE CARE,OPEN,76,SUMTER,USA,32.06696234,-84.2560502,NOT AVAILABLE,76
87931830,ROOSEVELT WARM SPRINGS LTAC HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,31830,LONG TERM CARE,OPEN,32,MERIWETHER,USA,32.88798074,-84.6923449,NOT AVAILABLE,32
90030265,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PKWY,NEWNAN,GA,30265,GENERAL ACUTE CARE,OPEN,25,COWETA,USA,33.38483465,-84.75774669,PROPRIETARY,50
196500984,DOCTORS CENTER HOSPITAL SANFERNANDO DE CAROLINA,"CALLE FERNANDEZ JUNCOS, EDIFICIO JESUS T. PINEIRO",CAROLINA,PR,984,GENERAL ACUTE CARE,OPEN,-999,METRO,PRI,18.380443,-65.95579,NOT AVAILABLE,988
2054311,BROWN CTY COMMUNITY TREATMENT CENTER,3150 GERSHWIN DRIVE,GREEN BAY,WI,54311,PSYCHIATRIC,OPEN,16,BROWN,USA,44.52271226,-87.92482708,GOVERNMENT - LOCAL,16
151253226,WHEATON FRANCISCAN WI HEART SPINE AND ORTHO,10000 WEST BLUEMOUND ROAD,WAUWATOSA,WI,53226,GENERAL ACUTE CARE,OPEN,40,MILWAUKEE,USA,43.03581215,-88.03726582,NOT AVAILABLE,40
196600956,HOSPITAL PSIQUIATRICO DE NINOS YADOLESCENTES,"AVE LAUREL 100, URB. SANTA JUANITA",BAYAMON,PR,956,PSYCHIATRIC,OPEN,-999,BAYAMON,PRI,18.36765566,-66.15439126,NOT AVAILABLE,-999
159171301,COMPASS BEHAVIORAL CENTER OF ALEXANDRIA,6410 MASONIC DRIVE,ALEXANDRIA,LA,71301,GENERAL ACUTE CARE,OPEN,-999,RAPIDES,USA,31.25219156,-92.48198781,NOT AVAILABLE,18
163570394,OCSHNER ST. ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,GENERAL ACUTE CARE,OPEN,38,LAFOURCHE,USA,29.70267142,-90.5652539,NOT AVAILABLE,38
164970748,FELICIANA FORENSIC FACILITY,4502 HWY 951,JACKSON,LA,70748,GENERAL ACUTE CARE,OPEN,-999,EAST FELICIANA,USA,30.83263569,-91.21066049,GOVERNMENT - STATE,-999
160970056,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,3201 WALL BOULEVARD,GRETNA,LA,70056,REHABILITATION,OPEN,-999,JEFFERSON,USA,29.86597947,-90.03069185,PROPRIETARY,14
152354971,RIPON MEDICAL CENTER,845 PARKSIDE ST,RIPON,WI,54971,CRITICAL ACCESS,OPEN,18,FOND DU LAC,USA,43.83437609,-88.81775153,NOT AVAILABLE,18
13402908,VA MEDICAL CENTER - PROVIDENCE,830 CHALKSTONE AVE,PROVIDENCE,RI,2908,GENERAL ACUTE CARE,OPEN,-999,PROVIDENCE,USA,41.83213908,-71.43314954,GOVERNMENT - FEDERAL,-999
15954660,TOMAH VA MEDICAL CENTER,500 E VETERANS ST,TOMAH,WI,54660,MILITARY,OPEN,-999,MONROE,USA,44.00308068,-90.49331901,GOVERNMENT - FEDERAL,-999
5854452,ASCENSION GOOD SAMARITAN HLTH CTR,601 S CENTER AVE,MERRILL,WI,54452,GENERAL ACUTE CARE,OPEN,25,LINCOLN,USA,45.17563254,-89.68183128,NON-PROFIT,25
58796001,RESTPADD PSYCHIATRIC HEALTH FACILITY,2750 EUREKA WAY,REDDING,CA,96001,PSYCHIATRIC,OPEN,16,SHASTA,USA,40.58659539,-122.4119741,PROPRIETARY,16
59093436,THE CHAMPION CENTER,303 SOUTH C STREET,LOMPOC,CA,93436,REHABILITATION,OPEN,34,SANTA BARBARA,USA,34.63537161,-120.4521883,PROPRIETARY,34
23831825,STEWART WEBSTER HOSPITAL,580 ALSTON STREET,RICHLAND,GA,31825,CRITICAL ACCESS,CLOSED,25,STEWART,USA,32.08616827,-84.66069977,GOVERNMENT - DISTRICT/AUTHORITY,25
21891761,KAISER FND HOSP ONTARIO MEDICAL CENTER CAMPUS,2295 S. VINEYARD AVENUE,ONTARIO,CA,91761,GENERAL ACUTE CARE,OPEN,176,SAN BERNARDINO,USA,34.03207956,-117.6085993,NON-PROFIT,176
25692354,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,25333 BARTON ROAD,LOMA LINDA,CA,92354,GENERAL ACUTE CARE,OPEN,134,SAN BERNARDINO,USA,34.04730564,-117.2516368,NON-PROFIT,134
44792404,ST. BERNARDINE MEDICAL CENTER,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,CA,92404,GENERAL ACUTE CARE,OPEN,342,SAN BERNARDINO,USA,34.13467236,-117.27702,NON-PROFIT,342
20092120,KAISER FND HOSP - SAN DIEGO,4647 ZION AVENUE,SAN DIEGO,CA,92120,GENERAL ACUTE CARE,OPEN,414,SAN DIEGO,USA,32.79156258,-117.0951595,NON-PROFIT,414
40992037,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,GENERAL ACUTE CARE,OPEN,173,SAN DIEGO,USA,32.8968589,-117.2428711,NON-PROFIT,173
41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,GENERAL ACUTE CARE,OPEN,194,SAN DIEGO,USA,33.03734478,-117.2841834,NON-PROFIT,194
42292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,3003 HEALTH CENTER DRIVE,SAN DIEGO,CA,92123,WOMEN,OPEN,206,SAN DIEGO,USA,32.79829578,-117.1549778,NON-PROFIT,206
51092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,GENERAL ACUTE CARE,OPEN,390,SAN DIEGO,USA,32.75477023,-117.1657314,NON-PROFIT,390
4894118,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,3700 CALIFORNIA STREET,SAN FRANCISCO,CA,94118,GENERAL ACUTE CARE,OPEN,299,SAN FRANCISCO,USA,37.7865092,-122.4560306,NON-PROFIT,299
5094115,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,GENERAL ACUTE CARE,OPEN,309,SAN FRANCISCO,USA,37.79070454,-122.4312945,NON-PROFIT,309
46594117,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",450 STANYAN STREET,SAN FRANCISCO,CA,94117,GENERAL ACUTE CARE,OPEN,403,SAN FRANCISCO,USA,37.77408876,-122.4537516,NON-PROFIT,403
20595403,KAISER FND HOSP - SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,GENERAL ACUTE CARE,OPEN,173,SONOMA,USA,38.47179301,-122.7270644,NON-PROFIT,173
19594590,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,975 SERENO DRIVE,VALLEJO,CA,94590,GENERAL ACUTE CARE,OPEN,248,SOLANO,USA,38.12690208,-122.2483773,NON-PROFIT,248
53195695,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,GENERAL ACUTE CARE,OPEN,108,YOLO,USA,38.66392502,-121.7921452,NON-PROFIT,108
1294609,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,3100 SUMMIT STREET,OAKLAND,CA,94609,GENERAL ACUTE CARE,OPEN,75,ALAMEDA,USA,37.82013961,-122.2640042,NON-PROFIT,75
39794578,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,CA,94578,GENERAL ACUTE CARE,OPEN,93,ALAMEDA,USA,37.71228835,-122.1434937,NON-PROFIT,93
46694545,ST. ROSE HOSPITAL,27200 CALAROGA AVENUE,HAYWARD,CA,94545,GENERAL ACUTE CARE,OPEN,217,ALAMEDA,USA,37.63344199,-122.0879125,NON-PROFIT,217
45995204,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 NORTH CALIFORNIA STREET,STOCKTON,CA,95204,PSYCHIATRIC,OPEN,35,SAN JOAQUIN,USA,37.9765963,-121.2910709,NON-PROFIT,35
46095204,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,CA,95204,GENERAL ACUTE CARE,OPEN,364,SAN JOAQUIN,USA,37.97046719,-121.2881828,NON-PROFIT,364
13291741,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,250 SOUTH GRAND AVENUE,GLENDORA,CA,91741,GENERAL ACUTE CARE,OPEN,105,LOS ANGELES,USA,34.13265458,-117.8712597,NON-PROFIT,105
14791204,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,CA,91204,GENERAL ACUTE CARE,OPEN,334,LOS ANGELES,USA,34.12816563,-118.2566432,NON-PROFIT,334
19090027,KAISER FOUNDATION LOS ANGELES MEDICAL CENTER,4867 SUNSET BOULEVARD,LOS ANGELES,CA,90027,GENERAL ACUTE CARE,OPEN,460,LOS ANGELES,USA,34.09857365,-118.2941753,NON-PROFIT,460
19391402,KAISER PERMANENTE PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,CA,91402,GENERAL ACUTE CARE,OPEN,218,LOS ANGELES,USA,34.21856419,-118.4302193,NON-PROFIT,218
36691356,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,GENERAL ACUTE CARE,OPEN,249,LOS ANGELES,USA,34.17039322,-118.5319041,NON-PROFIT,249
42990020,SHRINERS HOSPITAL FOR CHILDREN - L.A.,3160 GENEVA STREET,LOS ANGELES,CA,90020,GENERAL ACUTE CARE,OPEN,60,LOS ANGELES,USA,34.06720478,-118.2863921,NON-PROFIT,60
50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,CA,90716,GENERAL ACUTE CARE,OPEN,107,LOS ANGELES,USA,33.83364001,-118.079678,NON-PROFIT,107
45295422,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,GENERAL ACUTE CARE,OPEN,32,LAKE,USA,38.93561886,-122.6201445,NON-PROFIT,32
6193638,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDREN'S PLACE,MADERA,CA,93638,CHILDREN,OPEN,356,MADERA,USA,36.88404783,-119.8002424,NON-PROFIT,356
11792270,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,GENERAL ACUTE CARE,OPEN,489,RIVERSIDE,USA,33.76335207,-116.4062411,NON-PROFIT,489
15295124,GOOD SAMARITAN HOSPITAL-SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,GENERAL ACUTE CARE,OPEN,404,SANTA CLARA,USA,37.25207874,-121.9465769,NON-PROFIT,404
20495051,KAISER FND HOSP - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,GENERAL ACUTE CARE,OPEN,327,SANTA CLARA,USA,37.33540138,-121.998873,NON-PROFIT,327
27094304,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,GENERAL ACUTE CARE,OPEN,302,SANTA CLARA,USA,37.43600458,-122.17539,NON-PROFIT,302
19494063,KAISER FND HOSP - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,GENERAL ACUTE CARE,OPEN,149,SAN MATEO,USA,37.48884784,-122.2233901,NON-PROFIT,149
18094520,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,CA,94520,GENERAL ACUTE CARE,OPEN,245,CONTRA COSTA,USA,37.98308958,-122.0334968,NON-PROFIT,245
47794509,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,GENERAL ACUTE CARE,OPEN,145,CONTRA COSTA,USA,37.98223445,-121.8029785,NON-PROFIT,145
19995825,KAISER FND HOSP - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,GENERAL ACUTE CARE,OPEN,287,SACRAMENTO,USA,38.60179775,-121.393144,NON-PROFIT,287
43195945,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,GENERAL ACUTE CARE,OPEN,104,NEVADA,USA,39.22801629,-121.0474998,NON-PROFIT,104
24690623,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,GENERAL ACUTE CARE,OPEN,141,ORANGE,USA,33.84751418,-118.0383023,NON-PROFIT,141
38492673,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,654 CAMINO DE LOS MARES,SAN CLEMENTE,CA,92673,GENERAL ACUTE CARE,CLOSED,73,ORANGE,USA,33.45706524,-117.6501839,NON-PROFIT,73
13795991,FREMONT MEDICAL CENTER,970 PLUMAS STREET,YUBA CITY,CA,95991,GENERAL ACUTE CARE,OPEN,46,SUTTER,USA,39.14310632,-121.618012,NON-PROFIT,46
10230143,PIEDMONT MOUNTAINSIDE HOSPITAL,1266 EAST CHURCH STREET,JASPER,GA,30143,GENERAL ACUTE CARE,OPEN,48,PICKENS,USA,34.45824868,-84.41291289,NON-PROFIT,52
15530606,ST MARYS HEALTH CARE SYSTEM,1230 BAXTER STREET,ATHENS,GA,30606,GENERAL ACUTE CARE,OPEN,165,CLARKE,USA,33.94722132,-83.40525246,NON-PROFIT,196
14130080,RIDGEVIEW INSTITUTE,3995 SOUTH COBB DRIVE SE,SMYRNA,GA,30080,PSYCHIATRIC,OPEN,92,COBB,USA,33.85644329,-84.51105483,NON-PROFIT,216
502891,WESTERLY HOSPITAL,25 WELLS ST,WESTERLY,RI,2891,GENERAL ACUTE CARE,OPEN,125,WASHINGTON,USA,41.36218908,-71.82530324,NON-PROFIT,125
1553715,ST MARYS HOSPITAL MADISON,700 SOUTH PARK ST,MADISON,WI,53715,GENERAL ACUTE CARE,OPEN,440,DANE,USA,43.05933846,-89.40142922,NON-PROFIT,440
8253213,AURORA PSYCHIATRIC HSPTL,1220 DEWEY AVE,WAUWATOSA,WI,53213,PSYCHIATRIC,OPEN,105,MILWAUKEE,USA,43.0467651,-88.00771643,NON-PROFIT,105
9753097,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,GENERAL ACUTE CARE,OPEN,17,OZAUKEE,USA,43.25667793,-87.92615796,NON-PROFIT,17
4354923,THEDACARE MEDICAL CENTER BERLIN,225 MEMORIAL DRIVE,BERLIN,WI,54923,GENERAL ACUTE CARE,OPEN,25,GREEN LAKE,USA,43.97847715,-88.94122636,NON-PROFIT,25
63072758,MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,GENERAL ACUTE CARE,OPEN,-999,BENTON,USA,36.30899285,-94.18297802,NOT AVAILABLE,208
10454024,ST CROIX REG MED CTR,235 STATE STREET,SAINT CROIX FALLS,WI,54024,GENERAL ACUTE CARE,OPEN,25,POLK,USA,45.40903243,-92.64257812,NON-PROFIT,25
11854017,WESTFIELDS HOSPITAL,535 HOSPITAL RD,NEW RICHMOND,WI,54017,GENERAL ACUTE CARE,OPEN,25,ST. CROIX,USA,45.11776075,-92.55550038,NON-PROFIT,25
12453081,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,GENERAL ACUTE CARE,OPEN,185,SHEBOYGAN,USA,43.7623479,-87.74753796,NON-PROFIT,185
13154665,VERNON MEM HSPTL,507 SOUTH MAIN ST,VIROQUA,WI,54665,GENERAL ACUTE CARE,OPEN,25,VERNON,USA,43.55167397,-90.88839128,NON-PROFIT,25
72390241,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,GENERAL ACUTE CARE,OPEN,199,LOS ANGELES,USA,33.9343518,-118.130904,NON-PROFIT,199
72790503,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,4320 MARICOPA STREET,TORRANCE,CA,90503,GENERAL ACUTE CARE,OPEN,115,LOS ANGELES,USA,33.83934812,-118.3597215,NON-PROFIT,115
58592354,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET,LOMA LINDA,CA,92354,CHILDREN,OPEN,343,SAN BERNARDINO,USA,34.05013083,-117.2640945,NON-PROFIT,343
15254904,ASCENSION NE WISCONSIN MERCY CAMPUS,500 S OAKWOOD RD,OSHKOSH,WI,54904,GENERAL ACUTE CARE,OPEN,157,WINNEBAGO,USA,44.01242072,-88.60104549,NON-PROFIT,157
75420007,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",WASHINGTON,DC,20007,GENERAL ACUTE CARE,OPEN,609,DISTRICT OF COLUMBIA,USA,38.91195851,-77.07525457,GOVERNMENT - STATE,609
31233525,ADVENT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,33525,GENERAL ACUTE CARE,OPEN,120,PASCO,USA,28.34796286,-82.20072008,PROPRIETARY,120
7233484,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,GENERAL ACUTE CARE,OPEN,536,PALM BEACH,USA,26.43719284,-80.12778775,PROPRIETARY,536
36034758,POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,GENERAL ACUTE CARE,OPEN,76,OSCEOLA,USA,28.14478076,-81.47668786,PROPRIETARY,76
9802703,ARBOUR FULLER HOSPITAL,200 MAY STREET,ATTLEBORO,MA,2703,PSYCHIATRIC,OPEN,103,BRISTOL,USA,41.92408385,-71.36112256,PROPRIETARY,103
9702146,ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,MA,2146,PSYCHIATRIC,OPEN,66,NORFOLK,USA,42.35077951,-71.12124228,PROPRIETARY,66
36232068,ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,32068,GENERAL ACUTE CARE,OPEN,106,CLAY,USA,30.10876243,-81.83268869,NON-PROFIT,106
36334471,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,REHABILITATION,OPEN,60,MARION,USA,29.16587554,-82.16233494,PROPRIETARY,60
3906250,"NATCHAUG HOSPITAL, INC.",189 STORRS RD,MANSFIELD CENTER,CT,6250,PSYCHIATRIC,OPEN,-999,TOLLAND,USA,41.74110392,-72.19801148,NON-PROFIT,57
36634997,ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,5850 SE COMMUNITY DR,STUART,FL,34997,REHABILITATION,OPEN,54,MARTIN,USA,27.13343729,-80.22245582,PROPRIETARY,54
10502114,SHRINERS' HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,2114,CHILDREN,OPEN,30,SUFFOLK,USA,42.36309255,-71.06630188,NON-PROFIT,30
10602129,SPAULDING REHABILITATION HOSPITAL,300 1ST AVE,BOSTON,MA,2129,REHABILITATION,OPEN,132,SUFFOLK,USA,42.37850908,-71.04905555,NON-PROFIT,132
